path,extension,size_bytes,git_status,scientific_role,authoritative,manuscript_facing,sha256_or_status,legacy_candidate,temporary_generated,required_for_reproduction,safe_to_remove_candidate,contains_absolute_local_path,sensitive_information_scan
Ripple/.venv/lib/python3.13/site-packages/scipy/fft/_duccfft/basic.py,.py,8654,untracked,DPM analysis artifact,yes,yes,ccfc7b2ebc2e47cd0232910230c40bd8d2ecc0e80277183a4af4995882b6b5a7,no,yes,yes,yes,no,no
Ripple/.venv/lib/python3.13/site-packages/scipy/fft/_duccfft/helper.py,.py,7064,untracked,DPM analysis artifact,yes,yes,0d9c409a6dcf9cdb85cbc67aa203f7b80907036b23735f1fdceb7af1268ee9c5,no,yes,yes,yes,no,no
Ripple/.venv/lib/python3.13/site-packages/scipy/fft/_duccfft/pyduccfft.cpython-313-darwin.so,.so,1374896,untracked,DPM analysis artifact,yes,yes,fbd137b71db2d31797adc531ac37230fc77d9285fd310abbe35015e8f661e07e,no,yes,yes,yes,no,no
Ripple/.venv/lib/python3.13/site-packages/scipy/fft/_duccfft/realtransforms.py,.py,3630,untracked,DPM analysis artifact,yes,yes,5ee42da9f742509a1f988b4dfe3dbca12782479152dadfd777a4eae6497a5b44,no,yes,yes,yes,no,no
Ripple/.venv/lib/python3.13/site-packages/scipy/fft/_duccfft/tests/__init__.py,.py,0,untracked,DPM analysis artifact,yes,yes,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855,no,yes,yes,yes,no,no
Ripple/.venv/lib/python3.13/site-packages/scipy/fft/_duccfft/tests/__pycache__/__init__.cpython-313.pyc,.pyc,241,untracked,DPM analysis artifact,yes,yes,0b61e1da436dfeefac071c1d7928f3a1d868b99a6b8f5fab82c8f336179f79c2,no,yes,yes,yes,no,not scanned (binary/large)
Ripple/.venv/lib/python3.13/site-packages/scipy/fft/_duccfft/tests/__pycache__/test_basic.cpython-313.pyc,.pyc,61236,untracked,DPM analysis artifact,yes,yes,6613b15659b270f77597d27ff314e1da740414509551a2ec92b043c1aea25d53,no,yes,yes,yes,no,not scanned (binary/large)
Ripple/.venv/lib/python3.13/site-packages/scipy/fft/_duccfft/tests/__pycache__/test_real_transforms.cpython-313.pyc,.pyc,29147,untracked,DPM analysis artifact,yes,yes,d630eff87b7b39abcedfc6e2cbf843783b316de64179a3679cf00b1d4f7880bb,no,yes,yes,yes,no,not scanned (binary/large)
Ripple/.venv/lib/python3.13/site-packages/scipy/fft/_duccfft/tests/test_basic.py,.py,35627,untracked,DPM analysis artifact,yes,yes,fc05923b5ed52ffe0e11b2471e1695581677afbe5c82e2c8c2dca1c41c6591d9,no,yes,yes,yes,no,no
Ripple/.venv/lib/python3.13/site-packages/scipy/fft/_duccfft/tests/test_real_transforms.py,.py,16862,untracked,DPM analysis artifact,yes,yes,5e7a6eea36d8d7fa1d5f1a90bea1f9d819af09caecba0a6a94892fb955ff3ba7,no,yes,yes,yes,no,no
Ripple/.venv/lib/python3.13/site-packages/scipy/fft/_fftlog.py,.py,7999,untracked,DPM analysis artifact,yes,yes,0ad87ca2164d5ed67c42eaca1be3996c8e55c5e25385cacf3ce8ca35ccc422c3,no,yes,yes,yes,no,no
Ripple/.venv/lib/python3.13/site-packages/scipy/fft/_fftlog_backend.py,.py,5357,untracked,DPM analysis artifact,yes,yes,9f540d0cbd4ff11e10fe37ae15ecef9e360d1688d1bf1096787eaf944e5bd40a,no,yes,yes,yes,no,no
Ripple/.venv/lib/python3.13/site-packages/scipy/fft/_helper.py,.py,11512,untracked,DPM analysis artifact,yes,yes,b4f6716e49421afc39e64cce559caefdd655941e00f18ffbfdb780b5f65c6f61,no,yes,yes,yes,no,no
Ripple/.venv/lib/python3.13/site-packages/scipy/fft/_realtransforms.py,.py,28473,untracked,DPM analysis artifact,yes,yes,44c54bf35b7cf923bf85da2aa679e8cbfeeb3970f7bc402fe756029421d97315,no,yes,yes,yes,no,no
Ripple/.venv/lib/python3.13/site-packages/scipy/fft/_realtransforms_backend.py,.py,2367,untracked,DPM analysis artifact,yes,yes,eb5de2df62c3713125f58bac1a1e5d7f89be1157fcc9528bda71f7ca23116b5e,no,yes,yes,yes,no,no
Ripple/.venv/lib/python3.13/site-packages/scipy/fft/tests/__init__.py,.py,0,untracked,DPM analysis artifact,yes,yes,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855,no,yes,yes,yes,no,no
Ripple/.venv/lib/python3.13/site-packages/scipy/fft/tests/__pycache__/__init__.cpython-313.pyc,.pyc,232,untracked,DPM analysis artifact,yes,yes,cf7de4c84f6868f592f433063200b5a1eb9a6917af0ec3e8847d262dab8bf3a8,no,yes,yes,yes,no,not scanned (binary/large)
Ripple/.venv/lib/python3.13/site-packages/scipy/fft/tests/__pycache__/mock_backend.cpython-313.pyc,.pyc,6213,untracked,DPM analysis artifact,yes,yes,2d3bd88d1f8c85980ea73b66f41164cd75bb43d6fc6cd02b23af5789d3c5c810,no,yes,yes,yes,no,not scanned (binary/large)
Ripple/.venv/lib/python3.13/site-packages/scipy/fft/tests/__pycache__/test_backend.cpython-313.pyc,.pyc,8295,untracked,DPM analysis artifact,yes,yes,d0bb35f06aafc7457aff6855b4da5aed3d73a6fa516b5f2f31bfe61faafc7060,no,yes,yes,yes,no,not scanned (binary/large)
Ripple/.venv/lib/python3.13/site-packages/scipy/fft/tests/__pycache__/test_basic.cpython-313.pyc,.pyc,40067,untracked,DPM analysis artifact,yes,yes,ec9c579535d148afb9f88f4f28642d46614001d735748fc9a00e2eb2ea97db44,no,yes,yes,yes,no,not scanned (binary/large)
Ripple/.venv/lib/python3.13/site-packages/scipy/fft/tests/__pycache__/test_fftlog.cpython-313.pyc,.pyc,9214,untracked,DPM analysis artifact,yes,yes,a50c0e7bfc2b306cd7126966a080064db4c0ffe1ada1e09cf5746e60535d2199,no,yes,yes,yes,no,not scanned (binary/large)
Ripple/.venv/lib/python3.13/site-packages/scipy/fft/tests/__pycache__/test_helper.cpython-313.pyc,.pyc,25218,untracked,DPM analysis artifact,yes,yes,81ff2c3903c23aafc40ee46a8c4c98e17b8cea6cacdc8eb42415f9353e8379f9,no,yes,yes,yes,no,not scanned (binary/large)
Ripple/.venv/lib/python3.13/site-packages/scipy/fft/tests/__pycache__/test_multithreading.cpython-313.pyc,.pyc,5721,untracked,DPM analysis artifact,yes,yes,24e674995261ddb9e9c03807c1b4dc17e71010a62af84539b9963e37f5b37e14,no,yes,yes,yes,no,not scanned (binary/large)
Ripple/.venv/lib/python3.13/site-packages/scipy/fft/tests/__pycache__/test_real_transforms.cpython-313.pyc,.pyc,12974,untracked,DPM analysis artifact,yes,yes,0c247b117a7e37fdfa0b332ee592631365ff3ba513aabc9911e1c7ace65a5a8c,no,yes,yes,yes,no,not scanned (binary/large)
Ripple/.venv/lib/python3.13/site-packages/scipy/fft/tests/mock_backend.py,.py,2685,untracked,DPM analysis artifact,yes,yes,a75ec77e0eb1ba817a2ddc707b53d9fbbf4b7ffafd172254474d0de13a2433c9,no,yes,yes,yes,no,no
Ripple/.venv/lib/python3.13/site-packages/scipy/fft/tests/test_backend.py,.py,4271,untracked,DPM analysis artifact,yes,yes,cd02d99d8a52d2cb30d451f9d719913bd7e04fd0588c0f642618b67ffd607beb,no,yes,yes,yes,no,no
Ripple/.venv/lib/python3.13/site-packages/scipy/fft/tests/test_basic.py,.py,23157,untracked,DPM analysis artifact,yes,yes,0b24b2f208d91a2dc5998d700c0a9a24dfd34ac5fcc17714c30d0cd97534dfe2,no,yes,yes,yes,no,no
Ripple/.venv/lib/python3.13/site-packages/scipy/fft/tests/test_fftlog.py,.py,7878,untracked,DPM analysis artifact,yes,yes,7b2e56f51e3b6d9d4c1d8b93aa900fff0f187c3551cf4b92e076ba57e7450158,no,yes,yes,yes,no,no
Ripple/.venv/lib/python3.13/site-packages/scipy/fft/tests/test_helper.py,.py,19486,untracked,DPM analysis artifact,yes,yes,306f490bc888efa13c7518f716324c33ac6a2d820d6850dbb6ffe2582774a8cd,no,yes,yes,yes,no,no
Ripple/.venv/lib/python3.13/site-packages/scipy/fft/tests/test_multithreading.py,.py,2150,untracked,DPM analysis artifact,yes,yes,24c497428712705821a6ccb8ef3a2fd3747931b118d19dd1386b7a1b115e5b3a,no,yes,yes,yes,no,no
Ripple/.venv/lib/python3.13/site-packages/scipy/fft/tests/test_real_transforms.py,.py,9289,untracked,DPM analysis artifact,yes,yes,c82df4c6941f0295055952ea92c01327266b5bca7b779a29ed464e0153727182,no,yes,yes,yes,no,no
Ripple/.venv/lib/python3.13/site-packages/scipy/fftpack/__init__.py,.py,3155,untracked,DPM analysis artifact,yes,yes,acb081142e43c798a3ff098bec28621a649c62582ed2685a5adac96b3feb06dd,no,yes,yes,yes,no,no
Ripple/.venv/lib/python3.13/site-packages/scipy/fftpack/__pycache__/__init__.cpython-313.pyc,.pyc,3268,untracked,DPM analysis artifact,yes,yes,03d29a612d9a7e80ddbe26ad2522075c63d3e27bced75c71808d05431b67e3fd,no,yes,yes,yes,no,not scanned (binary/large)
Ripple/.venv/lib/python3.13/site-packages/scipy/fftpack/__pycache__/_basic.cpython-313.pyc,.pyc,12645,untracked,DPM analysis artifact,yes,yes,d87f7c1337b6107bef1d213bdb2eecbae744de23d857be626ab00eba7da37d67,no,yes,yes,yes,no,not scanned (binary/large)
Ripple/.venv/lib/python3.13/site-packages/scipy/fftpack/__pycache__/_helper.cpython-313.pyc,.pyc,3817,untracked,DPM analysis artifact,yes,yes,c620e2247de2c0c8af5d985284351316a48943d84573397d9a6cd7eaa9a954b8,no,yes,yes,yes,no,not scanned (binary/large)
Ripple/.venv/lib/python3.13/site-packages/scipy/fftpack/__pycache__/_pseudo_diffs.cpython-313.pyc,.pyc,19609,untracked,DPM analysis artifact,yes,yes,b1af331de31edccb6ea1809f190e798ab4689c2a2920eafd056f606f757c1e0e,no,yes,yes,yes,no,not scanned (binary/large)
Ripple/.venv/lib/python3.13/site-packages/scipy/fftpack/__pycache__/_realtransforms.cpython-313.pyc,.pyc,18120,untracked,DPM analysis artifact,yes,yes,770ee758ca8f85d22ee896cd8ebcbf9cf310435b0ebec0d3a8d5f977649ecb43,no,yes,yes,yes,no,not scanned (binary/large)
Ripple/.venv/lib/python3.13/site-packages/scipy/fftpack/__pycache__/basic.cpython-313.pyc,.pyc,749,untracked,DPM analysis artifact,yes,yes,c77174efab8a69eebe930e34c74a5b0ab8b21e8afdabc33bad34bfaf7988d1a9,no,yes,yes,yes,no,not scanned (binary/large)
Ripple/.venv/lib/python3.13/site-packages/scipy/fftpack/__pycache__/helper.cpython-313.pyc,.pyc,757,untracked,DPM analysis artifact,yes,yes,6a6e642765f5224363b697c31b582b36fc8fe1673965cef8800feb46fcf261ac,no,yes,yes,yes,no,not scanned (binary/large)
Ripple/.venv/lib/python3.13/site-packages/scipy/fftpack/__pycache__/pseudo_diffs.cpython-313.pyc,.pyc,818,untracked,DPM analysis artifact,yes,yes,509e1c302ce559002378268e27fa27f58e43fc65fdb11787cf21725eb8e7dff6,no,yes,yes,yes,no,not scanned (binary/large)
Ripple/.venv/lib/python3.13/site-packages/scipy/fftpack/__pycache__/realtransforms.cpython-313.pyc,.pyc,776,untracked,DPM analysis artifact,yes,yes,d734a3a5862db02eeb0f41e939edc48d641f87b9fb398e005c318ced49e50bfd,no,yes,yes,yes,no,not scanned (binary/large)
Ripple/.venv/lib/python3.13/site-packages/scipy/fftpack/_basic.py,.py,13156,untracked,DPM analysis artifact,yes,yes,8c9ce7bca0c495ea3e9b72f96c7eb0512d5781603e4c5fa9ab5b81e4954e280e,no,yes,yes,yes,no,no
Ripple/.venv/lib/python3.13/site-packages/scipy/fftpack/_helper.py,.py,3346,untracked,DPM analysis artifact,yes,yes,08c112d729f09f94face78e5374a7e1a098da4047324e6f7575025f9ea86a1d4,no,yes,yes,yes,no,no
Ripple/.venv/lib/python3.13/site-packages/scipy/fftpack/_pseudo_diffs.py,.py,16081,untracked,DPM analysis artifact,yes,yes,66577aeff3a32ed83e98fbaceedf23d4de9d5840fc34d3379725c243493a37c1,no,yes,yes,yes,no,no
Ripple/.venv/lib/python3.13/site-packages/scipy/fftpack/_realtransforms.py,.py,19204,untracked,DPM analysis artifact,yes,yes,a31df04781bd2f8f4c07ee81abb7d353f10e3a85cb3bca3e642282548849c810,no,yes,yes,yes,no,no
Ripple/.venv/lib/python3.13/site-packages/scipy/fftpack/basic.py,.py,577,untracked,DPM analysis artifact,yes,yes,8b608c312fff2f752d145a9ee7b13472cec067853a54ef9379dd4a854effc0d7,no,yes,yes,yes,no,no
Ripple/.venv/lib/python3.13/site-packages/scipy/fftpack/convolve.cpython-313-darwin.so,.so,114944,untracked,DPM analysis artifact,yes,yes,55b3bcfa5d305c5cda5abe0f95f652ff049d0cd332ee5a0a1de1e60230a36576,no,yes,yes,yes,no,no
Ripple/.venv/lib/python3.13/site-packages/scipy/fftpack/helper.py,.py,580,untracked,DPM analysis artifact,yes,yes,33b8d33788102115a9900ad0475ddb23b58de96716f8069bc4a82b38746f7de4,no,yes,yes,yes,no,no
Ripple/.venv/lib/python3.13/site-packages/scipy/fftpack/pseudo_diffs.py,.py,658,untracked,DPM analysis artifact,yes,yes,874be48ec4aa013872ece753918595c50a99deb20ba2183b31726a7f90863131,no,yes,yes,yes,no,no
Ripple/.venv/lib/python3.13/site-packages/scipy/fftpack/realtransforms.py,.py,595,untracked,DPM analysis artifact,yes,yes,f7e991f955775b5e284da0faa41e7e4480d5def91305098609cc5f6c0f06607d,no,yes,yes,yes,no,no
Ripple/.venv/lib/python3.13/site-packages/scipy/fftpack/tests/__init__.py,.py,0,untracked,DPM analysis artifact,yes,yes,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855,no,yes,yes,yes,no,no
Ripple/.venv/lib/python3.13/site-packages/scipy/fftpack/tests/__pycache__/__init__.cpython-313.pyc,.pyc,236,untracked,DPM analysis artifact,yes,yes,14ede44b2e9fac155935c58df09c1314e614e3de6d98965f86c7e9187deefeeb,no,yes,yes,yes,no,not scanned (binary/large)
Ripple/.venv/lib/python3.13/site-packages/scipy/fftpack/tests/__pycache__/test_basic.cpython-313.pyc,.pyc,51705,untracked,DPM analysis artifact,yes,yes,6bb11e7b90ff25741c3f0757b56c6263da11ef6ac8a9bbf318e157727eda8865,no,yes,yes,yes,no,not scanned (binary/large)
Ripple/.venv/lib/python3.13/site-packages/scipy/fftpack/tests/__pycache__/test_helper.cpython-313.pyc,.pyc,3361,untracked,DPM analysis artifact,yes,yes,5bc1b9f367ab98b2054909e09fcbaeb3316087449cff76566c88f2817b53f9c9,no,yes,yes,yes,no,not scanned (binary/large)
Ripple/.venv/lib/python3.13/site-packages/scipy/fftpack/tests/__pycache__/test_import.cpython-313.pyc,.pyc,2271,untracked,DPM analysis artifact,yes,yes,1bd6344ecc195b3c9e32b497fffea78e643bd13ae016d58551b3687d0601131e,no,yes,yes,yes,no,not scanned (binary/large)
Ripple/.venv/lib/python3.13/site-packages/scipy/fftpack/tests/__pycache__/test_pseudo_diffs.cpython-313.pyc,.pyc,26523,untracked,DPM analysis artifact,yes,yes,5c9782aa0a32b64a1d822ed83920d7e3de0b6c02c89c66c859bda289557546ed,no,yes,yes,yes,no,not scanned (binary/large)
Ripple/.venv/lib/python3.13/site-packages/scipy/fftpack/tests/__pycache__/test_real_transforms.cpython-313.pyc,.pyc,46641,untracked,DPM analysis artifact,yes,yes,2ab5a4148952ea44c26dbd5500efb4874ff3b57c349b9c74f6470416d135efe8,no,yes,yes,yes,no,not scanned (binary/large)
Ripple/.venv/lib/python3.13/site-packages/scipy/fftpack/tests/fftw_double_ref.npz,.npz,162120,untracked,DPM analysis artifact,yes,yes,a60c649415b645223924d8342ccc5c097801c86901287a369e53fc9259f5ec4e,no,yes,yes,yes,no,no
Ripple/.venv/lib/python3.13/site-packages/scipy/fftpack/tests/fftw_longdouble_ref.npz,.npz,296072,untracked,DPM analysis artifact,yes,yes,a406cbd4dad04d0c59dd38f54416fb49424c82229c1a074b6a44ec0cde2000e3,no,yes,yes,yes,no,no
Ripple/.venv/lib/python3.13/site-packages/scipy/fftpack/tests/fftw_single_ref.npz,.npz,95144,untracked,DPM analysis artifact,yes,yes,276a9141318e6fc36e4ab6ff54a61b64054ef8849b660f17359e5f541b43c526,no,yes,yes,yes,no,no
Ripple/.venv/lib/python3.13/site-packages/scipy/fftpack/tests/test.npz,.npz,11968,untracked,DPM analysis artifact,yes,yes,36de804a22d8fdea054590ce49ddf3c859838b7d89193c56b3bcb660cbf43797,no,yes,yes,yes,no,no
Ripple/.venv/lib/python3.13/site-packages/scipy/fftpack/tests/test_basic.py,.py,30472,untracked,DPM analysis artifact,yes,yes,c6af764c274f6d96e1e834ad43675373de7c19849ee39de0a1e8a30c9a031ab4,no,yes,yes,yes,no,no
Ripple/.venv/lib/python3.13/site-packages/scipy/fftpack/tests/test_helper.py,.py,1675,untracked,DPM analysis artifact,yes,yes,f0968f4893b0b24e575ce7f5cc56a127f92d5137cd192936fa4dd1e9ee36d172,no,yes,yes,yes,no,no
Ripple/.venv/lib/python3.13/site-packages/scipy/fftpack/tests/test_import.py,.py,1156,untracked,DPM analysis artifact,yes,yes,773c97407b6c756d962f9aee569ffe32ca9241dfe7fadbb2ab6da892bcd7946c,no,yes,yes,yes,no,no
Ripple/.venv/lib/python3.13/site-packages/scipy/fftpack/tests/test_pseudo_diffs.py,.py,13733,untracked,DPM analysis artifact,yes,yes,64953a024907ea32a379bbbff809edf9d4fab541b0a35271f5ce64a2ed5f9685,no,yes,yes,yes,no,no
Ripple/.venv/lib/python3.13/site-packages/scipy/fftpack/tests/test_real_transforms.py,.py,24460,untracked,DPM analysis artifact,yes,yes,2b14ac231b0ccdd7a27f925e8f732e111177942f02caffd46672612cfb8aa485,no,yes,yes,yes,no,no
Ripple/.venv/lib/python3.13/site-packages/scipy/integrate/LICENSE_DOP,[none],3572,untracked,DPM analysis artifact,yes,yes,ed9bf58c6d74d3fad9d92d1d67d9bff8141d8ab60de784516b0711364fd43357,no,yes,yes,yes,no,no
Ripple/.venv/lib/python3.13/site-packages/scipy/integrate/__init__.py,.py,4373,untracked,DPM analysis artifact,yes,yes,0a63cb7e417aea35e11ec2b240f3acbc511cf67c6271163097a58301aedc7c99,no,yes,yes,yes,no,no
Ripple/.venv/lib/python3.13/site-packages/scipy/integrate/__pycache__/__init__.cpython-313.pyc,.pyc,4910,untracked,DPM analysis artifact,yes,yes,b83a3557cbdd38c0ae82cef67be1243db635f167f56ee58f1200b984495695ad,no,yes,yes,yes,no,not scanned (binary/large)
Ripple/.venv/lib/python3.13/site-packages/scipy/integrate/__pycache__/_bvp.cpython-313.pyc,.pyc,47097,untracked,DPM analysis artifact,yes,yes,0122d1050b9d80f2bf099575c97a39b5f7edaa0c27f329e547a483e3b2db7872,no,yes,yes,yes,no,not scanned (binary/large)
Ripple/.venv/lib/python3.13/site-packages/scipy/integrate/__pycache__/_cubature.cpython-313.pyc,.pyc,25955,untracked,DPM analysis artifact,yes,yes,b17261f655cce7735053fbb479e89867ef79aa4797bbfde4e82c5b99651c69aa,no,yes,yes,yes,no,not scanned (binary/large)
Ripple/.venv/lib/python3.13/site-packages/scipy/integrate/__pycache__/_lebedev.cpython-313.pyc,.pyc,164719,untracked,DPM analysis artifact,yes,yes,3b3e6f2b7ac4cde96511593edec030dac24af84ec7bcc9f4cdb8da4ddf71f3e1,no,yes,yes,yes,no,not scanned (binary/large)
Ripple/.venv/lib/python3.13/site-packages/scipy/integrate/__pycache__/_ode.cpython-313.pyc,.pyc,51252,untracked,DPM analysis artifact,yes,yes,0b9016b14aa55dcf1846d8c3b9fe9c83a225220ed954d3eda7dd51e3764dd80e,no,yes,yes,yes,no,not scanned (binary/large)
Ripple/.venv/lib/python3.13/site-packages/scipy/integrate/__pycache__/_odepack_py.cpython-313.pyc,.pyc,11110,untracked,DPM analysis artifact,yes,yes,67b913b878c13c36fdf5a2fa5e344a1b700a2a792e99f5842a62a22cac83ce80,no,yes,yes,yes,no,not scanned (binary/large)
Ripple/.venv/lib/python3.13/site-packages/scipy/integrate/__pycache__/_quad_vec.cpython-313.pyc,.pyc,22152,untracked,DPM analysis artifact,yes,yes,490f10485446a86ab1445cf14d97b2f28384d32be867d33d799fcd517f4c8df2,no,yes,yes,yes,no,not scanned (binary/large)
Ripple/.venv/lib/python3.13/site-packages/scipy/integrate/__pycache__/_quadpack_py.cpython-313.pyc,.pyc,52747,untracked,DPM analysis artifact,yes,yes,0e43893700db5778f13145282783372b46007038e556f7a83bd125eb35138705,no,yes,yes,yes,no,not scanned (binary/large)
Ripple/.venv/lib/python3.13/site-packages/scipy/integrate/__pycache__/_quadrature.cpython-313.pyc,.pyc,52130,untracked,DPM analysis artifact,yes,yes,121569e6fc935e706e7716105e1036b390627ee29735f2d9e341f2087eec7521,no,yes,yes,yes,no,not scanned (binary/large)
Ripple/.venv/lib/python3.13/site-packages/scipy/integrate/__pycache__/_tanhsinh.cpython-313.pyc,.pyc,62572,untracked,DPM analysis artifact,yes,yes,1b3aa49ba17ba83be75a0dec6ca8da71e03522d2c1b464744ca617ec51cbc6fc,no,yes,yes,yes,no,not scanned (binary/large)
Ripple/.venv/lib/python3.13/site-packages/scipy/integrate/__pycache__/dop.cpython-313.pyc,.pyc,749,untracked,DPM analysis artifact,yes,yes,24f73eb65ec5615d8261240a471f62d6b04a8b760fa7f4f73a180096a415ec59,no,yes,yes,yes,no,not scanned (binary/large)
Ripple/.venv/lib/python3.13/site-packages/scipy/integrate/__pycache__/lsoda.cpython-313.pyc,.pyc,706,untracked,DPM analysis artifact,yes,yes,a290c67a91c1306df674a156cf03d26a06e19e1889d32a6b35edc9cebaccce21,no,yes,yes,yes,no,not scanned (binary/large)
Ripple/.venv/lib/python3.13/site-packages/scipy/integrate/__pycache__/odepack.cpython-313.pyc,.pyc,736,untracked,DPM analysis artifact,yes,yes,b3321dc2a15764ae7798dcd2fa773f8e624ccbd4e49a9b5f1f62b3a8feeb7091,no,yes,yes,yes,no,not scanned (binary/large)
Ripple/.venv/lib/python3.13/site-packages/scipy/integrate/__pycache__/quadpack.cpython-313.pyc,.pyc,767,untracked,DPM analysis artifact,yes,yes,749b456d0ae2855a4bdd79d02de0540dca923b59e873c6ebfc3cb5d0a5890fba,no,yes,yes,yes,no,not scanned (binary/large)
Ripple/.venv/lib/python3.13/site-packages/scipy/integrate/__pycache__/vode.cpython-313.pyc,.pyc,752,untracked,DPM analysis artifact,yes,yes,d386fb99853887d753db57622efd64cb0deb2276c39249995bea2c85e1cd99ea,no,yes,yes,yes,no,not scanned (binary/large)
Ripple/.venv/lib/python3.13/site-packages/scipy/integrate/_bvp.py,.py,41557,untracked,DPM analysis artifact,yes,yes,308dfe7a175b7277520c7a1dabedde67b8113cb000147d52b12c579075327d0a,no,yes,yes,yes,no,no
Ripple/.venv/lib/python3.13/site-packages/scipy/integrate/_cubature.py,.py,25766,untracked,DPM analysis artifact,yes,yes,d8ee071c6de95c091015a70f0ef9dda48c176e35193137d7a9aaa1d9e07e3c06,no,yes,yes,yes,no,no
Ripple/.venv/lib/python3.13/site-packages/scipy/integrate/_dop.cpython-313-darwin.so,.so,85336,untracked,DPM analysis artifact,yes,yes,353f01ecef8e3f9fe3f496ae5c32321c0dce853034c0f14e2d3919ccee698e6c,no,yes,yes,yes,no,no
Ripple/.venv/lib/python3.13/site-packages/scipy/integrate/_ivp/__init__.py,.py,256,untracked,DPM analysis artifact,yes,yes,80a151fe93e3afc7d12e0006639b0ecd8286505bb69c65fcc7546b5d3f866597,no,yes,yes,yes,no,no
Ripple/.venv/lib/python3.13/site-packages/scipy/integrate/_ivp/__pycache__/__init__.cpython-313.pyc,.pyc,616,untracked,DPM analysis artifact,yes,yes,80afa8f3c87fa2770fe0eb05ba7ed8cb7982e950aebd0ef2b768b1326da23d7e,no,yes,yes,yes,no,not scanned (binary/large)
Ripple/.venv/lib/python3.13/site-packages/scipy/integrate/_ivp/__pycache__/base.cpython-313.pyc,.pyc,13436,untracked,DPM analysis artifact,yes,yes,0a6405a5161bd63c830b7c7e8216bf2e49e25ab88f0add40ad4211b08a04fc67,no,yes,yes,yes,no,not scanned (binary/large)
Ripple/.venv/lib/python3.13/site-packages/scipy/integrate/_ivp/__pycache__/bdf.cpython-313.pyc,.pyc,22932,untracked,DPM analysis artifact,yes,yes,855743a4e73d0daacd13f800545f4824250c87b455b7400496830dc88e179e2f,no,yes,yes,yes,no,not scanned (binary/large)
